City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
518,Soyo,AO,80.53,light rain,-6.1349,12.3689,Hotel Mpampa
519,Pak Phanang,TH,89.04,light rain,8.3511,100.202,Green Park Inn Hotel
520,Kloulklubed,PW,81.88,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
521,Taltal,CL,68.76,clear sky,-25.4,-70.4833,Residencial Karime
526,Wahiawa,US,77.79,overcast clouds,21.5028,-158.0236,The Inn At Schofield
527,Waingapu,ID,84.43,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
528,Asyut,EG,66.38,overcast clouds,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
529,Manono,CD,68.32,light rain,-7.3,27.4167,Hotel hewa bora
532,Tabuk,PH,80.42,broken clouds,17.4189,121.4443,Golden Berries Hotel and Convention
535,Tabou,CI,79.3,broken clouds,4.423,-7.3528,hotêl doufoulougou
536,Roanoke Rapids,US,70.2,clear sky,36.4615,-77.6542,Hampton Inn Roanoke Rapids
539,Jieshi,CN,66.94,overcast clouds,22.8134,115.8257,Yuehai Hotel
544,Bubaque,GW,76.53,clear sky,11.2833,-15.8333,"Casa Dora, Bubaque"
546,Kapit,MY,77.31,light rain,2.0167,112.9333,Hotel Meligai Kapit
548,Kutum,SD,69.91,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
549,Carauari,BR,72.55,overcast clouds,-4.8828,-66.8958,Hotel Fellip
550,Langsa,ID,79.32,moderate rain,4.4683,97.9683,OYO 3328 Hotel Mori
551,Bandarbeyla,SO,74.52,broken clouds,9.4942,50.8122,JABIR HOTEL
552,Uaua,BR,72.81,scattered clouds,-9.8414,-39.4817,Hotel Uauá
553,Deshnok,IN,68.54,few clouds,27.7986,73.3447,Royal Karni palace
555,Lorengau,PG,80.13,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
558,Kantang,TH,82.49,scattered clouds,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
560,Sao Sebastiao,BR,76.26,few clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
567,Oudtshoorn,ZA,66.56,overcast clouds,-33.5907,22.2014,Earthbound Guest House
570,Le Vauclin,MQ,77.05,few clouds,14.5452,-60.8388,Hôtel Cap Macabou
574,Brigantine,US,70.09,overcast clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
575,Siocon,PH,82.33,moderate rain,7.7061,122.1353,ABS Hotel
576,Kisangani,CD,72.43,overcast clouds,0.5167,25.2,Grand Ramela Hotel
577,Acajutla,SV,79.81,overcast clouds,13.5928,-89.8275,Laureles
581,Richards Bay,ZA,73.98,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
585,Hohoe,GH,76.66,clear sky,7.1518,0.4736,Agumatsa Falls Lodge
586,Kibala,TD,76.95,clear sky,9.1104,18.3463,hotel safari
587,Malakal,SS,82.81,broken clouds,9.5334,31.6605,Nile Palace Hotel
588,Pineville,US,75.49,broken clouds,31.3224,-92.4343,"Country Inn & Suites by Radisson, Pineville, LA"
600,Pasaje,EC,80.31,overcast clouds,-3.3333,-79.8167,Finca Huaylala
603,Dingle,PH,79.11,moderate rain,10.9995,122.6711,SEGAYA PROPERTY
606,Ghugus,IN,74.1,clear sky,19.9333,79.1333,Rajiv Colony Tempo Club
607,Vallenar,CL,73.17,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
611,Jatai,BR,69.8,scattered clouds,-17.8814,-51.7144,Hotel Califórnia
614,Pombas,CV,65.98,overcast clouds,17.1503,-25.0201,Paul Paradis
615,Barra Dos Coqueiros,BR,82.42,broken clouds,-10.9089,-37.0386,Quality Hotel Aracaju
617,Wewak,PG,84.81,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
618,Praya,CV,68.54,few clouds,14.9215,-23.5087,LT Aparthotel
619,Broken Hill,AU,74.91,clear sky,-31.95,141.4333,Royal Exchange Hotel
620,Bryan,US,73.94,scattered clouds,30.6744,-96.37,Best Western Premier Bryan College Station
623,Venice,US,77.99,haze,27.0998,-82.4543,A Beach Retreat On Casey Key
626,Yulara,AU,84.04,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
627,Presidente Dutra,BR,71.83,overcast clouds,-5.29,-44.49,Pousada Planalto
628,Sorong,ID,80.62,light rain,-0.8833,131.25,Waigo Splash Hotel
629,Huarmey,PE,73.0,overcast clouds,-10.0681,-78.1522,Hotel Miramar
630,Peruibe,BR,77.27,clear sky,-24.32,-46.9983,Hotel Pousada Xapuri
632,Mayumba,GA,79.61,light rain,-3.432,10.6554,LIKWALE LODGE
634,Tual,ID,82.92,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
635,Russell,US,73.11,few clouds,32.3502,-85.1999,Macs
640,Shimoni,KE,76.23,overcast clouds,-4.6476,39.3817,Shimoni Reef Lodge
641,Bintulu,MY,75.61,light rain,3.1667,113.0333,900 Boutique INN
643,Somerset East,ZA,68.38,overcast clouds,-32.7217,25.588,Mbali Lodge
647,Sao Filipe,CV,70.47,overcast clouds,14.8961,-24.4956,Hotel Xaguate
648,Lethem,GY,78.21,overcast clouds,3.3803,-59.7968,Savannah Inn
650,San Luis,AR,68.47,scattered clouds,-33.295,-66.3356,Huarpes Hotel
651,Ternate,ID,80.89,light rain,0.8,127.4,Sahid Bela Ternate Hotel
654,Chokwe,MZ,69.26,clear sky,-24.5333,32.9833,Complexo Sonho Real
655,Marsh Harbour,BS,74.14,few clouds,26.5412,-77.0636,Abaco Beach Resort
658,Acari,PE,73.26,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
661,Somerset,US,70.14,overcast clouds,40.5668,-74.5496,Hilton Garden Inn Bridgewater
666,Betioky,MG,72.81,clear sky,-23.7167,44.3833,Bungalows Acacias Hotel
667,Kahului,US,83.46,few clouds,20.8947,-156.47,Maui Seaside Hotel
670,Zabid,YE,73.58,overcast clouds,14.1951,43.3152,مغرب التريبه
672,Durazno,UY,70.65,overcast clouds,-33.4131,-56.5006,Hotel Santa Cristina
674,Victor Harbor,AU,69.91,overcast clouds,-35.5667,138.6167,McCracken Country Club
